Time;Position;Rotation;player Position;pizza Rotation;enemy Position;Variant;Condition
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.8, -17.3);(0.0, 0.0, 0.0, 1.0);(5.8, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.8, -17.3);(0.0, 0.0, 0.0, 1.0);(5.8, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -7.0, -17.4);(0.0, 0.0, 0.0, 1.0);(5.8, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -7.5, -17.6);(0.0, 0.0, 0.0, 1.0);(5.8, 0.1, -2.6);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -7.5, -17.6);(0.0, 0.0, 0.0, 1.0);(5.8, 0.1, -2.6);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -7.7, -17.7);(0.0, 0.0, 0.0, 1.0);(5.8, 0.1, -2.6);Variant A;Hardware Prototype
10:13:04;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(1.4, -52.5, -30.9);(0.0, 0.0, 0.0, 1.0);(7.8, 0.2, -3.8);Variant A;Hardware Prototype
10:13:04;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(1.4, -53.2, -31.0);(0.0, 0.0, 0.0, 1.0);(7.8, 0.2, -3.8);Variant A;Hardware Prototype
10:13:04;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(1.4, -53.2, -31.0);(0.0, 0.0, 0.0, 1.0);(7.8, 0.2, -3.8);Variant A;Hardware Prototype
10:13:04;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(1.4, -53.8, -31.2);(0.0, 0.0, 0.0, 1.0);(7.8, 0.1, -3.8);Variant A;Hardware Prototype
10:13:04;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(1.4, -54.5, -31.3);(0.0, 0.0, 0.0, 1.0);(7.9, 0.1, -3.8);Variant A;Hardware Prototype
10:13:04;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(1.4, -54.5, -31.3);(0.0, 0.0, 0.0, 1.0);(7.9, 0.1, -3.8);Variant A;Hardware Prototype

